Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
simple,,Science Adventures level 1 issue 12: Hassle-free safety,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-12-Hassle-free-safety.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 064,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Science Adventures level 1 issue 14: Pets or helper,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-14-Pets-or-helper.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 065,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Science Adventures level 1 issue 17: Magnetic wall,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-17-Magnetic-wall.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 066,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Science Adventures level 1 issue 19: Fruits could make my dishes more tasty,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-19-Fruits-could-make-my-dishes-more-tasty.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 067,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Science Adventures level 1 issue 24: Happy Circus,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-24-Happy-Circus.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 063,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Science Adventures level 1 issue 25: Roar! The good tyrannosaurus,1,0,visible,"Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.","Science Adventures is an ongoing series of science themed comic Tạp chí, originally published in Singapore, to promote science and language skills amongst primary school students. These full-colour Tạp chí are designed to stimulate children's interest in science and STEM subjects.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/Science-Adventures-level-1-issue-25-Roar-The-good-tyrannosaurus.jpg,,,,,,,,,0,Tác giả,Shel Sweeney,1,1,Nhà xuất bản,English Corner Publishing ,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 062,1,1,Giá trị sách,"500\,000đ",1,1
simple,,The Young Scientists level 1 issue 136: Blowing at a wind vane,1,0,visible,"The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!","The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/The-Young-Scientists-level-1-issue-136-Blowing-at-a-wind-vane.jpg,,,,,,,,,0,Tác giả,Yu Chun Lum,1,1,Nhà xuất bản,Young Scientists Explorer,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 043,1,1,Giá trị sách,"500\,000đ",1,1
simple,,The Young Scientists level 1 issue 141: Where have the stars gone?,1,0,visible,"The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!","The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/The-Young-Scientists-level-1-issue-141-Where-have-the-stars-gone.jpg,,,,,,,,,0,Tác giả,Yu Chun Lum,1,1,Nhà xuất bản,Young Scientists Explorer,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 044,1,1,Giá trị sách,"500\,000đ",1,1
simple,,The Young Scientists level 1 issue 142: Homecoming for the reindeer,1,0,visible,"The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why oysters are natural water filters, how bees dance to communicate, why cats prefer to sleep in boxes, and more!","The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why oysters are natural water filters, how bees dance to communicate, why cats prefer to sleep in boxes, and more!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/The-Young-Scientists-level-1-issue-142-Homecoming-for-the-reindeer.jpg,,,,,,,,,0,Tác giả,Yu Chun Lum,1,1,Nhà xuất bản,Young Scientists Explorer,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 072,1,1,Giá trị sách,"500\,000đ",1,1
simple,,The Young Scientists level 1 issue 151: Dung beetles come from poo,1,0,visible,"The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!","The Young Scientists (Level 1) magazine opens up the world of Science to curious minds to prepare them for a fascinating journey into the studies of various Sciences in the years to come. The stories are creatively crafted and illustrated with animation of the highest standard in the comic industry.

In this issue, get to know why seawater is so salty, how wind can help us, the secret behind the guava fruit, and more!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Tạp chí, Sách tham khảo","10-12 tuổi,sach-thang-06-2022",,https://lotuscommunity.org.vn/wp-content/uploads/2022/06/The-Young-Scientists-level-1-issue-151-Dung-beetles-come-from-poo.jpg,,,,,,,,,0,Tác giả,Yu Chun Lum,1,1,Nhà xuất bản,Young Scientists Explorer,1,1,Năm xuất bản,,1,1,Giá sách,Giá 11-5,1,1,Vị Trí Sách,Thứ tự 045,1,1,Giá trị sách,"500\,000đ",1,1
