Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
simple,,A collector's guide to Chinese dress accessories,1,0,visible,"For the first time, here is a complete guide to Chinese dress accessories worn during the Qing dynasty and the period up to the middle of the twentieth century. The topics covered include headwear, jewelry, collars, xia pei, doudous, purses and fans, footwear and home furnishings. The author also provides readers background on techniques, symbolism, social relationships, and the official regulations governing dress. A valuable reference for students of Chinese history, art lovers, and antique collectors alike.","For the first time, here is a complete guide to Chinese dress accessories worn during the Qing dynasty and the period up to the middle of the twentieth century. The topics covered include headwear, jewelry, collars, xia pei, doudous, purses and fans, footwear and home furnishings. The author also provides readers background on techniques, symbolism, social relationships, and the official regulations governing dress. A valuable reference for students of Chinese history, art lovers, and antique collectors alike.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách về sở thích > Thiết kế, Sách về sở thích","Từ 13 tuổi trở lên,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/A-collector_s-guide-to-Chinese-dress-accessories.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Marshall Cavendish,1,1,Năm xuất bản,2009,1,1,Giá sách,Giá 31-1,1,1,Vị Trí Sách,Thứ tự 017,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Amazing magic: simple sleight-of-hand,1,0,visible,"This entertaining book introduces aspiring magicians to the tricks that serve as the foundation to the art. These basic sleights of hand teach readers that magic is all about the hand being quicker than the eye. Only basic coin and card tricks are included, making the materials accessible to the most novice of practitioners.","This entertaining book introduces aspiring magicians to the tricks that serve as the foundation to the art. These basic sleights of hand teach readers that magic is all about the hand being quicker than the eye. Only basic coin and card tricks are included, making the materials accessible to the most novice of practitioners.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách học và hoạt động > Hoạt động (7-9 tuổi), Sách học và hoạt động","7-9 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Amazing-magic-simple-sleight-of-hand.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Rosen Central,1,1,Năm xuất bản,2007,1,1,Giá sách,Giá 24-5,1,1,Vị Trí Sách,Thứ tự 038,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Angry Birds: search and find,1,0,visible,"Packed with amazing artwork of the birds and pigs with endless things to find, this title is sure to keep young minds occupied!","Packed with amazing artwork of the birds and pigs with endless things to find, this title is sure to keep young minds occupied!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách học và hoạt động > Hoạt động (0-6 tuổi), Sách học và hoạt động","0-6 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Angry-Birds-search-and-find.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Egmont Books Ltd,1,1,Năm xuất bản,2013,1,1,Giá sách,Giá 24-4,1,1,Vị Trí Sách,Thứ tự 034,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Angry Birds: Stella: super interactive annual 2015,1,0,visible,"Angry Birds Stella Super Interactive Annual 2015 is a book about the characters of Angry Birds Stella. Published by Pedigree Books, this book features an Augmented Reality (AR) experience by scanning an indicated Zappar icon on a page using the free AR Zappar mobile app. Oddly, there was not an Angry Birds Stella Super Interactive Annual 2016, even though it was stated that this is an annual for the year 2015. The book is only available in English and has 10 Zappar locations, not counting the book's cover. It includes new information regarding Stella, her flock, and Gale such as facts, likes, and their personalities.","Angry Birds Stella Super Interactive Annual 2015 is a book about the characters of Angry Birds Stella. Published by Pedigree Books, this book features an Augmented Reality (AR) experience by scanning an indicated Zappar icon on a page using the free AR Zappar mobile app. Oddly, there was not an Angry Birds Stella Super Interactive Annual 2016, even though it was stated that this is an annual for the year 2015. The book is only available in English and has 10 Zappar locations, not counting the book's cover. It includes new information regarding Stella, her flock, and Gale such as facts, likes, and their personalities.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách học và hoạt động > Hoạt động (7-9 tuổi), Sách học và hoạt động","7-9 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Angry-Birds-Stella-super-interactive-annual-2015.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Pedigree Books LTD,1,1,Năm xuất bản,2014,1,1,Giá sách,Giá 24-6,1,1,Vị Trí Sách,Thứ tự 003,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Angry Birds: Stella: super interactive annual 2015,1,0,visible,"Angry Birds Stella Super Interactive Annual 2015 is a book about the characters of Angry Birds Stella. Published by Pedigree Books, this book features an Augmented Reality (AR) experience by scanning an indicated Zappar icon on a page using the free AR Zappar mobile app. Oddly, there was not an Angry Birds Stella Super Interactive Annual 2016, even though it was stated that this is an annual for the year 2015. The book is only available in English and has 10 Zappar locations, not counting the book's cover. It includes new information regarding Stella, her flock, and Gale such as facts, likes, and their personalities.","Angry Birds Stella Super Interactive Annual 2015 is a book about the characters of Angry Birds Stella. Published by Pedigree Books, this book features an Augmented Reality (AR) experience by scanning an indicated Zappar icon on a page using the free AR Zappar mobile app. Oddly, there was not an Angry Birds Stella Super Interactive Annual 2016, even though it was stated that this is an annual for the year 2015. The book is only available in English and has 10 Zappar locations, not counting the book's cover. It includes new information regarding Stella, her flock, and Gale such as facts, likes, and their personalities.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách học và hoạt động > Hoạt động (7-9 tuổi), Sách học và hoạt động","7-9 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Angry-Birds-Stella-super-interactive-annual-2015.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Pedigree Books LTD,1,1,Năm xuất bản,2014,1,1,Giá sách,Giá 24-6,1,1,Vị Trí Sách,Thứ tự 002,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Are you there?,1,0,visible,Telephones changed the way the world communicated. Learn how telephones have progressed since the first telephone in 1876.,Telephones changed the way the world communicated. Learn how telephones have progressed since the first telephone in 1876.,,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Phát minh, Sách tham khảo","10-12 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Are-you-there.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Macmillan Education,1,1,Năm xuất bản,2009,1,1,Giá sách,Giá 27-3L,1,1,Vị Trí Sách,Thứ tự 034,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Backyard laboratory,1,0,visible,Presents nine experiments designed to help students learn about natural phenomena and the scientific method.,Presents nine experiments designed to help students learn about natural phenomena and the scientific method.,,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách học và hoạt động > Hoạt động (7-9 tuổi), Sách học và hoạt động","7-9 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Backyard-laboratory.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Childrens Press,1,1,Năm xuất bản,2007,1,1,Giá sách,Giá 24-5,1,1,Vị Trí Sách,Thứ tự 045,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Big military machines,1,0,visible,"Young readers get the dirt on military machines in BIG MILITARY MACHINES. Simple text and large, colorful photographs put young readers right in the driver’s seat of these powerful machines.","Young readers get the dirt on military machines in BIG MILITARY MACHINES. Simple text and large, colorful photographs put young readers right in the driver’s seat of these powerful machines.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Phát minh, Sách tham khảo","10-12 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Big-military-machines.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Enslow Elementary,1,1,Năm xuất bản,2013,1,1,Giá sách,Giá 27-4,1,1,Vị Trí Sách,Thứ tự 087,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Brass instruments,1,0,visible,"Explains the history of brass instruments from around the world, while profiling famous musicians.","Explains the history of brass instruments from around the world, while profiling famous musicians.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Mọi thứ vận hành ra sao, Sách tham khảo","10-12 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Brass-instruments.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Smart Apple Media,1,1,Năm xuất bản,2012,1,1,Giá sách,Giá 25-4,1,1,Vị Trí Sách,Thứ tự 030,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Bright light: all about types of light,1,0,visible,This title introduces early science concepts using everyday examples to teach young readers how the world around them works. It encourages young readers to develop enquiry by predicting outcomes,This title introduces early science concepts using everyday examples to teach young readers how the world around them works. It encourages young readers to develop enquiry by predicting outcomes,,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách tham khảo > Mọi thứ vận hành ra sao, Sách tham khảo","10-12 tuổi,sach-thang-03-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/02/Bright-light-all-about-types-of-light.jpg,,,,,,,,,0,Tác giả,,1,1,Nhà xuất bản,Franklin Watts,1,1,Năm xuất bản,2009,1,1,Giá sách,Giá 25-5,1,1,Vị Trí Sách,Thứ tự 014,1,1,Giá trị sách,"500\,000đ",1,1
